Index,name,height,weight,college,birth_date,birth_city,birth_state
1389,Bubba Wilson,190,79,Western Carolina University,1955,Gastonia,North Carolina
1390,Tony Zeno,203,95,Arizona State University,1957,New Orleans,Louisiana
1391,Darrell Allums,206,99,"University of California, Los Angeles",1958,Los Angeles,California
1392,Norman Black,196,83,Saint Joseph's University,1957,Baltimore,Maryland
1393,Dave Britton,193,81,Texas A&M University,1958,New York,New York
1394,Michael Brooks,201,99,La Salle University,1958,Philadelphia,Pennsylvania
1395,Lewis Brown,190,86,University of Wyoming,1919,,
1396,Rickey Brown,208,97,Mississippi State University,1958,Madison County,Mississippi
1397,Joe Barry,193,88,Georgia Institute of Technology,1969,Oakland,California
1398,Butch Carter,196,81,Indiana University,1958,Springfield,Ohio
1399,Reggie Carter,190,79,St. John's University,1957,New York,New York
1400,Art Collins,193,83,St. Thomas University,1954,Sandersville,Georgia
1401,Don Collins,198,81,Illinois State University,1951,Christopher,Illinois
1402,Darwin Cook,190,83,University of Portland,1958,Los Angeles,California
1403,Earl Cureton,206,95,University of Detroit Mercy,1957,Detroit,Michigan
1404,Monti Davis,201,92,Tennessee State University,1958,Warren,Ohio
1405,James Donaldson,218,124,Washington State University,1957,Heacham,United Kingdom
1406,Larry Drew,185,77,University of Missouri,1958,Kansas City,Kansas
1407,Ralph Drollinger,218,113,"University of California, Los Angeles",1954,La Mesa,California
1408,John Duren,190,88,Georgetown University,1958,Washington,District of Columbia
1409,Tony Fuller,193,81,Pepperdine University,1958,Detroit,Michigan
1410,Calvin Garrett,201,86,Oral Roberts University,1956,Parsons,Tennessee
1411,Mike Gminski,211,113,Duke University,1959,Monroe,Connecticut
1412,Darrell Griffith,193,86,University of Louisville,1958,Louisville,Kentucky
1413,Bill Hanzlik,201,83,University of Notre Dame,1957,Middletown,Ohio
1414,Alan Hardy,201,88,University of Michigan,1957,Detroit,Michigan
1415,Mike Harper,208,88,North Park University,1957,Chicago,Illinois
1416,Cedrick Hordges,203,99,University of South Carolina,1957,Montgomery,Alabama
1417,Tony Jackson,193,90,St. John's University,1942,Brooklyn,New York
1418,Lee Johnson,211,92,East Texas State University,1957,Plummerville,Arkansas
1419,Reggie Johnson,206,92,University of Tennessee,1957,Atlanta,Georgia
1420,Edgar Jones,208,102,"University of Nevada, Reno",1956,Fort Rucker,Alabama
1421,Walter Jordan,201,89,Purdue University,1956,Perry,Alabama
1422,Clarence Kea,198,98,Lamar University,1959,Wilmington,North Carolina
1423,Chad Kinch,193,86,University of North Carolina at Charlotte,1958,Perth Amboy,New Jersey
1424,Wayne Kreklow,193,79,Drake University,1957,Neenah,Wisconsin
1425,Bill Laimbeer,211,111,University of Notre Dame,1957,Boston,Massachusetts
1426,Edmund Lawrence,213,103,McNeese State University,1952,Lake Charles,Louisiana
1427,Ronnie Lester,188,79,University of Iowa,1959,Canton,Mississippi
1428,Kyle Macy,190,79,University of Kentucky,1957,Fort Wayne,Indiana
1429,Rick Mahorn,208,108,Hampton University,1958,Hartford,Connecticut
1430,Wes Matthews,185,77,University of Wisconsin,1959,Sarasota,Florida
1431,Bill Mayfield,201,92,University of Iowa,1957,Detroit,Michigan
1432,Keith McCord,201,95,University of Alabama at Birmingham,1957,Birmingham,Alabama
1433,Kevin McHale*,208,95,University of Minnesota,1957,Hibbing,Minnesota
1434,Dick Miller,198,97,University of Toledo,1958,Milwaukee,Wisconsin
1435,Johnny Moore,185,79,University of Texas at Austin,1958,Altoona,Pennsylvania
1436,Lowes Moore,185,77,West Virginia University,1957,Plymouth,South Carolina
1437,Kenny Natt,190,83,University of Louisiana at Monroe,1958,Monroe,Louisiana
1438,Carl Nicks,185,79,Indiana State University,1958,Chicago,Illinois
1439,Mike Niles,198,102,"California State University, Fullerton",1955,Los Angeles,California
1440,Mike O'Koren,201,93,University of North Carolina,1958,Jersey City,New Jersey
1441,Jawann Oldham,213,97,Seattle University,1957,Chicago,Illinois
1442,Louis Orr,203,79,Syracuse University,1958,Cincinnati,Ohio
1443,Myles Patrick,203,99,Auburn University,1954,Macon,Georgia
1444,Tony Price,198,86,University of Pennsylvania,1957,Bronx,New York
1445,Wally Rank,198,99,San Jose State University,1958,Fort Ord,California
1446,Kelvin Ransey,185,77,Ohio State University,1958,Toledo,Ohio
1447,James Ray,203,97,Jacksonville University,1957,New Orleans,Louisiana
1448,Billy Reid,196,86,University of San Francisco,1957,New York,New York
1449,Wayne Robinson,203,98,Virginia Polytechnic Institute and State University,1958,Greensboro,North Carolina
1450,Lorenzo Romar,185,79,University of Washington,1958,South Gate,California
1451,DeWayne Scales,203,94,Louisiana State University,1958,Dallas,Texas
1452,Craig Shelton,201,95,Georgetown University,1957,Washington,District of Columbia
1453,Jerry Sichting,185,76,Purdue University,1956,Martinsville,Indiana
1454,Larry Smith,203,97,Alcorn State University,1958,Rolling Fork,Mississippi
1455,Rory Sparrow,188,79,Villanova University,1958,Suffolk,Virginia
1456,John Stroud,201,97,University of Mississippi,1957,New Albany,Mississippi
1457,Carlos Terry,196,95,Winston-Salem State University,1956,Lexington,North Carolina
1458,Andrew Toney,190,80,University of Louisiana at Lafayette,1957,Birmingham,Alabama
1459,Ronnie Valentine,201,95,Old Dominion University,1957,Norfolk,Virginia
1460,Kiki Vandeweghe,203,99,"University of California, Los Angeles",1958,Wiesbaden,Germany
1461,Brett Vroman,213,99,"University of Nevada, Las Vegas",1955,Hollywood,California
1462,Hawkeye Whitney,201,104,Iowa State University,1939,Brooklyn,New York
1463,Michael Wiley,206,90,"California State University, Long Beach",1957,Long Beach,California
1464,James Wilkes,198,86,"University of California, Los Angeles",1953,Berkeley,California
1465,Jeff Wilkins,211,104,Illinois State University,1955,Chicago,Illinois
1466,Mike Woodson,196,88,Indiana University,1958,Indianapolis,Indiana
1467,Sam Worthen,196,88,Marquette University,1958,Brooklyn,New York
1468,Mark Aguirre,198,105,DePaul University,1959,Chicago,Illinois
1469,Danny Ainge,193,79,Brigham Young University,1959,Eugene,Oregon
1470,Carl Bailey,213,95,Tuskegee University,1958,Birmingham,Alabama
1471,Gene Banks,201,97,Duke University,1959,Philadelphia,Pennsylvania
1472,Rolando Blackman,198,86,Kansas State University,1959,Panama City,Panama
1473,Ray Blume,193,83,Oregon State University,1958,Valdosta,Georgia
1474,Alex Bradley,198,86,Texas Southern University,1953,Utica,Mississippi
1475,Charles Bradley,196,97,University of Wyoming,1959,Havre De Grace,Maryland
1476,Brad Branson,208,99,Southern Methodist University,1958,Harvey,Illinois
1477,Jim Brogan,193,83,West Virginia Wesleyan College,1958,Ardmore,Pennsylvania
1478,Roger Burkman,196,79,University of Louisville,1958,Indianapolis,Indiana
1479,David Burns,188,81,Saint Louis University,1958,Dallas,Texas
1480,Bobby Cattage,206,113,Auburn University,1958,Huntsville,Alabama
1481,Tom Chambers,208,99,University of Utah,1959,Ogden,Utah
1482,Joe Cooper,208,104,University of Colorado,1957,Houston,Texas
1483,Charles Davis,188,72,Wake Forest University,1949,New York,New York
1484,Kenny Dennard,203,99,Duke University,1958,King,North Carolina
1485,Mickey Dillard,190,77,Florida State University,1958,Hollywood,Florida
1486,John Douglas,188,77,University of Kansas,1956,Town Creek,Alabama
1487,Craig Dykema,203,86,"California State University, Long Beach",1959,Lakewood,California
1488,Franklin Edwards,185,77,Cleveland State University,1959,New York,New York
1489,Petur Gudmundsson,218,117,University of Washington,1958,Reykjavik,Iceland
1490,Glenn Hagan,183,77,St. Bonaventure University,1955,Sanford,Florida
1491,Steve Hayes,213,92,Idaho State University,1955,American Falls,Idaho
1492,Tracy Jackson,198,92,University of Notre Dame,1959,Rockville,Maryland
1493,Clay Johnson,208,108,Florida Agricultural and Mechanical University,1956,Monticello,Florida
1494,Frank Johnson,185,83,Wake Forest University,1958,Weirsdale,Florida
1495,Steve Johnson,203,99,Murray State University,1944,Clairton,Pennsylvania
1496,Albert King,198,86,University of Maryland,1959,Brooklyn,New York
1497,Jeff Lamp,198,88,University of Virginia,1959,Minneapolis,Minnesota
1498,Rock Lee,193,87,University of Oregon,1952,Boston,Massachusetts
1499,Alton Lister,213,108,Arizona State University,1958,Dallas,Texas
1500,Lewis Lloyd,198,92,Drake University,1959,Philadelphia,Pennsylvania
1501,Kevin Loder,198,92,Alabama State University,1959,Cassopolis,Michigan
1502,Rudy Macklin,201,92,Louisiana State University,1958,Louisville,Kentucky
1503,John McCullough,193,86,University of Oklahoma,1956,Lima,Ohio
1504,Hank McDowell,206,97,University of Memphis,1959,Memphis,Tennessee
1505,Mike McGee,196,86,University of Michigan,1959,Tyler,Texas
1506,Kevin McKenna,196,88,Creighton University,1959,St. Paul,Minnesota
1507,Larry Nance,208,92,Clemson University,1959,Anderson,South Carolina
1508,Kurt Nimphius,208,98,Arizona State University,1958,Milwaukee,Wisconsin
1509,Mark Radford,193,86,Oregon State University,1959,Tacoma,Washington
1510,Ed Rains,201,86,University of South Alabama,1956,Ocala,Florida
1511,Kurt Rambis,203,96,Santa Clara University,1958,Cupertino,California
1512,Jeff Ruland,208,108,Iona College,1958,Bayshore,New York
1513,Danny Schayes,211,106,Syracuse University,1959,Syracuse,New York
1514,Jim Smith,206,102,Ohio State University,1958,Cleveland,Ohio
1515,Larry Spriggs,201,104,Howard University,1959,Cheverly,Maryland
1516,Isiah Thomas*,185,81,Indiana University,1961,Chicago,Illinois
1517,Ray Tolbert,206,102,Indiana University,1958,Anderson,Indiana
1518,Kelly Tripucka,198,99,University of Notre Dame,1959,Glen Ridge,New Jersey
1519,Elston Turner,196,86,University of Mississippi,1959,Knoxville,Tennessee
1520,Darnell Valentine,185,83,University of Kansas,1959,Chicago,Illinois
1521,Pete Verhoeven,206,97,"California State University, Fresno",1959,Hanford,California
1522,Jay Vincent,201,99,Michigan State University,1959,Kalamazoo,Michigan
1523,Danny Vranes,201,95,University of Utah,1958,Salt Lake City,Utah
1524,Buck Williams,203,97,University of Maryland,1960,Rocky Mount,North Carolina
1525,Herb Williams,208,109,Ohio State University,1958,Columbus,Ohio
1526,Garry Witts,201,86,College of the Holy Cross,1959,Elizabeth,New Jersey
1527,Al Wood,198,87,University of North Carolina,1958,Gray,Georgia
1528,Howard Wood,201,106,University of Tennessee,1959,Southhampton,New York
1529,Orlando Woolridge,206,97,University of Notre Dame,1959,Bernice,Louisiana
1530,Rich Yonakor,206,99,University of North Carolina,1958,Euclid,Ohio
1531,Dwight Anderson,190,83,University of Southern California,1960,Dayton,Ohio
1532,J.J. Anderson,190,83,,1960,,
1533,Richard Anderson,208,108,"University of California, Santa Barbara",1960,San Pedro,California
1534,John Bagley,183,83,Boston College,1960,Bridgeport,Connecticut
1535,Dave Batton,208,108,University of Notre Dame,1956,Baltimore,Maryland
1536,Lester Conner,193,81,Oregon State University,1959,Memphis,Tennessee
1537,Chubby Cox,188,81,University of San Francisco,1955,Philadelphia,Pennsylvania
1538,Terry Cummings,206,99,DePaul University,1961,Chicago,Illinois
1539,Quintin Dailey,190,81,University of San Francisco,1961,Baltimore,Maryland
1540,Mark Eaton,224,124,"University of California, Los Angeles",1957,Westminster,California
1541,Jerry Eaves,193,81,University of Louisville,1959,Louisville,Kentucky
1542,Keith Edmonson,196,88,Purdue University,1960,Gulfport,Mississippi
1543,Chris Engler,211,111,University of Wyoming,1959,Stillwater,Minnesota
1544,Bruce Flowers,203,102,University of Notre Dame,1957,Rochester,New York
1545,Sleepy Floyd,190,77,Georgetown University,1960,Gastonia,North Carolina
1546,Bill Garnett,208,99,University of Portland,1940,East St. Louis,Illinois
1547,John Greig,201,97,University of Oregon,1961,Sacramento,California
1548,Scott Hastings,208,106,University of Arkansas,1960,Independence,Kansas
1549,Rod Higgins,201,90,"California State University, Fresno",1960,Monroe,Louisiana
1550,Craig Hodges,188,86,"California State University, Long Beach",1960,Park Forest,Illinois
1551,Marc Iavaroni,203,95,University of Virginia,1956,Jamaica,New York
1552,Jim Johnstone,211,111,Wake Forest University,1960,New Canaan,Connecticut
1553,Hutch Jones,203,86,Vanderbilt University,1959,Buffalo,New York
1554,Clark Kellogg,201,102,Ohio State University,1961,Cleveland,Ohio
1555,Joe Kopicki,206,108,University of Detroit Mercy,1960,Warren,Michigan
1556,Fat Lever,190,77,Arizona State University,1960,Pine Bluff,Arkansas
1557,Cliff Levingston,203,95,Wichita State University,1961,San Diego,California
1558,Steve Lingenfelter,206,102,South Dakota State University,1958,Eau Claire,Wisconsin
1559,Dave Magley,203,91,University of Kansas,1959,South Bend,Indiana
1560,Mark McNamara,211,106,University of California,1959,San Jose,California
1561,Guy Morgan,203,92,Wake Forest University,1960,Virginia Beach,Virginia
1562,Ed Nealy,201,107,Kansas State University,1960,Pittsburg,Kansas
1563,Chuck Nevitt,226,98,North Carolina State University,1959,Cortez,Colorado
1564,Audie Norris,206,104,Jackson State University,1960,Jackson,Mississippi
1565,Eddie Phillips,201,102,University of Alabama,1961,Birmingham,Alabama
1566,Ricky Pierce,193,92,Rice University,1959,Dallas,Texas
1567,Charles Pittman,203,99,University of Maryland,1958,Rocky Mount,North Carolina
1568,Paul Pressey,196,83,University of Tulsa,1958,Richmond,Virginia
1569,Oliver Robinson,193,81,University of Alabama at Birmingham,1960,Birmingham,Alabama
1570,Walker Russell,196,88,Western Michigan University,1960,Pontiac,Michigan
1571,Mike Sanders,198,95,"University of California, Los Angeles",1960,Vidalia,Louisiana
1572,Russ Schoene,208,95,University of Tennessee at Chattanooga,1960,Trenton,Illinois
1573,Ed Sherod,188,77,Virginia Commonwealth University,1959,Richmond,Virginia
1574,Jose Slaughter,196,92,University of Portland,1960,Los Angeles,California
1575,Derek Smith,190,81,University of Utah,1920,,
1576,Brook Steppe,196,88,Georgia Institute of Technology,1959,Chapel Hill,North Carolina
1577,Jeff Taylor,193,79,Texas Tech University,1960,Blytheville,Arkansas
1578,Vince Taylor,196,81,Duke University,1960,Lexington,Kentucky
1579,Terry Teagle,196,88,Baylor University,1960,Broaddus,Texas
1580,David Thirdkill,201,88,Bradley University,1960,St. Louis,Missouri
1581,Corny Thompson,203,102,University of Connecticut,1960,Middletown,Connecticut
1582,LaSalle Thompson,208,111,University of Texas at Austin,1961,Cincinnati,Ohio
1583,Darren Tillis,211,97,Cleveland State University,1960,Dallas,Texas
1584,Linton Townes,201,86,James Madison University,1959,Richmond,Virginia
1585,Trent Tucker,196,87,University of Minnesota,1959,Tarboro,North Carolina
1586,Bryan Warrick,196,88,Saint Joseph's University,1959,Moses Lake,Washington
1587,Rory White,203,95,University of South Alabama,1959,Tuskegee,Alabama
1588,Dominique Wilkins*,201,90,University of Georgia,1960,Paris,France
1589,Rickey Williams,185,79,"California State University, Long Beach",1957,Buffalo,New York
1590,Rob Williams,190,85,West Virginia University,1944,Weirton,West Virginia
1591,James Worthy*,206,102,University of North Carolina,1961,Gastonia,North Carolina
1592,Jim Zoet,216,108,Kent State University,1953,Uxbridge,Canada
1593,Ken Austin,206,92,Rice University,1961,Los Angeles,California
1594,Thurl Bailey,211,97,North Carolina State University,1961,Washington,District of Columbia
1595,Randy Breuer,221,104,University of Minnesota,1960,Lake City,Minnesota
1596,Wallace Bryant,213,111,University of San Francisco,1959,Madrid,Spain
1597,Howard Carter,196,97,Louisiana State University,1961,Baton Rouge,Louisiana
1598,Carlos Clark,193,95,University of Mississippi,1960,Somerville,Tennessee
1599,Leroy Combs,203,95,Oklahoma State University,1961,Oklahoma City,Oklahoma
1600,Russell Cross,208,97,Purdue University,1961,Chicago,Illinois
1601,Darren Daye,203,99,"University of California, Los Angeles",1960,Des Moines,Iowa
1602,Clyde Drexler*,201,95,University of Houston,1962,New Orleans,Louisiana
1603,Craig Ehlo,198,81,Washington State University,1961,Lubbock,Texas
1604,Dale Ellis,201,92,University of Tennessee,1960,Marietta,Georgia
1605,Rod Foster,185,72,"University of California, Los Angeles",1960,Birmingham,Alabama
1606,John Garris,203,92,Boston College,1959,Bridgeport,Connecticut
1607,Mike Gibson,208,92,University of South Carolina Upstate,1960,Williamsburg County,South Carolina
1608,Stewart Granger,190,86,Villanova University,1961,Montreal,Canada
1609,Sidney Green,188,83,Duquesne University,1933,New York,New York
1610,Bob Hansen,198,86,University of Iowa,1961,Des Moines,Iowa
1611,Derek Harper,193,83,University of Illinois at Urbana-Champaign,1961,Elberton,Georgia
1612,Roy Hinson,206,95,Rutgers University,1961,Trenton,New Jersey
1613,Charles Jones,206,97,Albany State University,1957,McGehee,Arkansas
1614,Mark Jones,206,102,Albany State University,1953,McGhee,Arkansas
1615,Greg Kite,211,113,Brigham Young University,1961,Houston,Texas
1616,Bruce Kuczenski,208,104,University of Connecticut,1961,Bristol,Connecticut
1617,Darrell Lockhart,206,111,Auburn University,1960,Thomaston,Georgia
1618,Sidney Lowe,183,88,North Carolina State University,1960,Washington,District of Columbia
1619,Jeff Malone,193,92,Mississippi State University,1961,Mobile,Alabama
1620,Pace Mannion,201,86,University of Utah,1960,Salt Lake City,Utah
1621,Rodney McCray,201,99,University of Louisville,1961,Mount Vernon,New York
1622,Scooter McCray,206,97,University of Louisville,1960,Mount Vernon,New York
1623,Larry Micheaux,206,99,University of Houston,1960,Houston,Texas
1624,Bob Miller,208,104,University of Cincinnati,1956,Louisville,Kentucky
1625,John Paxson,188,83,University of Notre Dame,1960,Dayton,Ohio
1626,John Pinone,203,104,Villanova University,1961,Hartford,Connecticut
1627,Tom Piotrowski,216,108,La Salle University,1960,West Chester,Pennsylvania
1628,Leo Rautins,203,97,Syracuse University,1960,Toronto,Canada
1629,Doc Rivers,193,83,Marquette University,1961,Chicago,Illinois
1630,Fred Roberts,208,98,Brigham Young University,1960,Provo,Utah
1631,Ralph Sampson*,224,103,University of Virginia,1960,Harrisonburg,Virginia
1632,Byron Scott,190,88,Arizona State University,1961,Ogden,Utah
1633,Steve Stipanovich,211,111,University of Missouri,1960,St. Louis,Missouri
1634,Jon Sundvold,188,77,University of Missouri,1961,Sioux Falls,South Dakota
1635,Dane Suttle,190,86,Pepperdine University,1961,Los Angeles,California
1636,Jim Thomas,190,86,Indiana University,1960,Lakeland,Florida
1637,Paul Thompson,198,95,Tulane University,1961,Smyrna,Tennessee
1638,Sedale Threatt,188,79,West Virginia University Institute of Technology,1961,Atlanta,Georgia
1639,Granville Waiters,211,102,Ohio State University,1961,Columbus,Ohio
1640,Darrell Walker,193,81,University of Arkansas,1961,Chicago,Illinois
1641,Brant Weidner,206,104,College of William & Mary,1960,Orefield,Pennsylvania
1642,Mark West,208,104,Old Dominion University,1960,Petersburg,Virginia
1643,Ennis Whatley,190,80,University of Alabama,1962,Birmingham,Alabama
1644,Mitchell Wiggins,193,83,Florida State University,1959,Lenoir County,North Carolina
1645,Kevin Williams,188,79,St. John's University,1961,New York,New York
1646,Michael Wilson,193,79,Marquette University,1959,Memphis,Tennessee
1647,Randy Wittman,198,95,Indiana University,1959,Indianapolis,Indiana
1648,Chuck Aleksinas,211,117,University of Connecticut,1959,Litchfield,Connecticut
1649,Ron Anderson,201,97,"California State University, Fresno",1958,Chicago,Illinois
1650,Ken Bannister,206,106,Saint Augustine's College,1960,Baltimore,Maryland
1651,Charles Barkley*,198,114,Auburn University,1963,Leeds,Alabama
1652,Cory Blackwell,198,95,University of Wisconsin,1963,Chicago,Illinois
1653,Sam Bowie,216,106,University of Kentucky,1961,Lebanon,Pennsylvania
1654,Frank Brickowski,206,108,Pennsylvania State University,1959,Bayville,New York
1655,Tony Brown,198,83,University of Arkansas,1960,Chicago,Illinois
1656,Steve Burtt,188,83,Iona College,1962,New York,New York
1657,Michael Cage,206,101,San Diego State University,1962,West Memphis,Arkansas
1658,Tony Campbell,201,97,Ohio State University,1962,Teaneck,New Jersey
1659,Rick Carlisle,196,95,University of Virginia,1959,Ogdensburg,New York
1660,Antoine Carr,206,102,Wichita State University,1961,Oklahoma City,Oklahoma
1661,Ron Cavenall,216,104,Texas Southern University,1959,Beaumont,Texas
1662,Steve Colter,190,74,New Mexico State University,1962,Phoenix,Arizona
1663,Devin Durrant,201,90,Brigham Young University,1960,Provo,Utah
1664,Kenton Edelin,203,92,University of Virginia,1962,Heidelburg,Germany
1665,Kenny Fields,196,99,"University of California, Los Angeles",1962,Iowa City,Iowa
1666,Vern Fleming,196,83,University of Georgia,1962,New York,New York
1667,Lancaster Gordon,190,83,University of Louisville,1962,Jackson,Mississippi
1668,Butch Graves,190,90,Yale University,1962,Scarsdale,New York
1669,Stuart Gray,213,106,"University of California, Los Angeles",1963,Panama Canal Zone,Panama
1670,Mike Holton,193,83,"University of California, Los Angeles",1961,Seattle,Washington
1671,Jay Humphries,190,83,University of Colorado,1962,Los Angeles,California
1672,Ralph Jackson,188,86,"University of California, Los Angeles",1962,Los Angeles,California
1673,Earl Jones,213,95,University of the District of Columbia,1961,Oak Hill,West Virginia
1674,Ozell Jones,211,106,"California State University, Fullerton",1960,Long Beach,California
1675,Michael Jordan*,198,88,University of North Carolina,1963,Brooklyn,New York
1676,Jerome Kersey,201,97,Longwood University,1962,Clarksville,Virginia
1677,Tim McCormick,211,108,University of Michigan,1962,Detroit,Michigan
1678,Jay Murphy,206,99,Boston College,1962,Meriden,Connecticut
1679,Hakeem Olajuwon*,213,115,University of Houston,1963,Lagos,Nigeria
1680,Sam Perkins,206,106,University of North Carolina,1961,Brooklyn,New York
1681,Jim Petersen,208,106,University of Minnesota,1962,Minneapolis,Minnesota
1682,Gary Plummer,206,97,Boston University,1962,Highland Park,Michigan
1683,David Pope,201,99,Norfolk State University,1962,Newport News,Virginia
1684,Alvin Robertson,190,83,University of Arkansas,1962,Barberton,Ohio
1685,Wayne Sappleton,206,97,Loyola University of Chicago,1960,Kingston,Jamaica
1686,Tom Scheffler,211,108,Purdue University,1954,St. Joseph,Michigan
1687,John Schweitz,198,95,University of Richmond,1960,Waterloo,New York
1688,Tom Sewell,196,83,Lamar University,1962,Pensacola,Florida
1689,Charlie Sitton,203,95,Oregon State University,1962,McMinnville,Oregon
1690,Tom Sluby,193,90,University of Notre Dame,1962,Washington,District of Columbia
1691,Terence Stansbury,196,77,Temple University,1961,Wilmington,Delaware
1692,John Stockton*,185,77,Gonzaga University,1962,Spokane,Washington
1693,Peter Thibeaux,201,95,Saint Mary's College of California,1961,Los Angeles,California
1694,Bernard Thompson,198,95,"California State University, Fresno",1962,Phoenix,Arizona
1695,Otis Thorpe,206,102,Providence College,1962,Boynton Beach,Florida
1696,Jeff Turner,206,104,Vanderbilt University,1962,Bangor,Maine
1697,Melvin Turpin,211,108,University of Kentucky,1960,Lexington,Kentucky
1698,Willie White,190,88,University of Tennessee at Chattanooga,1962,Memphis,Tennessee
1699,Eddie Lee,190,88,,1962,,
1700,Dale Wilkinson,208,99,Idaho State University,1960,Pocatello,Idaho
1701,Guy Williams,188,79,University of Southern California,1953,Mount Vernon,New York
1702,Kevin Willis,188,79,St. John's University,1961,New York,New York
1703,Othell Wilson,183,86,University of Virginia,1961,Alexandria,Virginia
1704,Leon Wood,190,83,"California State University, Fullerton",1962,Columbia,South Carolina
1705,Danny Young,190,79,Wake Forest University,1962,Raleigh,North Carolina
1706,Michael Young,201,99,University of Houston,1961,Houston,Texas
1707,Michael Adams,178,73,Boston College,1963,Hartford,Connecticut
1708,John Battle,188,79,Rutgers University,1962,Washington,District of Columbia
1709,Benoit Benjamin,213,113,Creighton University,1964,Monroe,Louisiana
1710,Uwe Blab,216,114,Indiana University,1962,Munich,Germany
1711,Manute Bol,231,90,University of Bridgeport,1962,Gogrial,South Sudan
1712,Mike Brittain,213,106,University of South Carolina,1963,Clearwater,Florida
1713,Terry Catledge,203,99,University of South Alabama,1963,Houston,Mississippi
1714,Lorenzo Charles,201,102,North Carolina State University,1963,Brooklyn,New York
1715,Fred Cofield,190,86,Eastern Michigan University,1962,Ypsilanti,Michigan
1716,David Cooke,203,104,Saint Mary's College of California,1963,Sacramento,California
1717,Tyrone Corbin,198,95,DePaul University,1962,Columbia,South Carolina
1718,Ron Crevier,213,106,Boston College,1958,Montreal,Canada
1719,Jeff Cross,208,108,University of Maine,1961,Chicago,Illinois
1720,Joe Dumars*,190,86,McNeese State University,1963,Shreveport,Louisiana
1721,Patrick Ewing*,213,108,Georgetown University,1962,Kingston,Jamaica
1722,Georgi Glouchkov,203,106,,1960,Triavna,Bulgaria
1723,A.C. Green,203,106,,1960,,
1724,Ken Green,203,97,University of Texas-Pan American,1959,Newman,Georgia
1725,Kenny Green,203,97,University of Texas-Pan American,1959,Newman,Georgia
1726,Claude Gregory,203,92,University of Wisconsin,1958,Washington,District of Columbia
1727,Steve Harris,196,88,University of Tulsa,1963,Kansas City,Missouri
1728,Jerome Henderson,211,104,University of New Mexico,1959,Los Angeles,California
1729,Carl Henry,198,92,University of Kansas,1960,Hollis,Oklahoma
1730,Alfredrick Hughes,198,92,,1960,,
1731,Ken Johnson,203,108,Michigan State University,1962,Tuskegee,Alabama
1732,Yvon Joseph,211,111,Georgia Institute of Technology,1957,Cap-Haitian,Haiti
1733,Harold Keeling,193,83,Santa Clara University,1963,New Orleans,Louisiana
1734,Joe Kleine,211,115,University of Arkansas,1962,Colorado Springs,Colorado
1735,Jon Koncak,213,113,Southern Methodist University,1963,Cedar Rapids,Iowa
1736,Keith Lee,208,97,University of Memphis,1962,West Memphis,Arkansas
1737,Karl Malone*,206,113,Louisiana Tech University,1963,Summerfield,Louisiana
1738,Bill Martin,201,92,Georgetown University,1962,Washington,District of Columbia
1739,Brian Martin,206,96,University of Kansas,1962,Fort Smith,Arkansas
1740,Dwayne McClain,198,83,Villanova University,1963,Worcester,Massachusetts
1741,Xavier McDaniel,201,92,Wichita State University,1963,Columbia,South Carolina
1742,Ben McDonald,203,95,"University of California, Irvine",1962,Torrance,California
1743,Chris McNealy,201,95,San Jose State University,1961,Fresno,California
1744,Dirk Minniefield,190,81,University of Kentucky,1961,Lexington,Kentucky
1745,Perry Moss,188,83,Northeastern University,1958,Tucson,Arizona
1746,Chris Mullin*,198,90,St. John's University,1963,New York,New York
1747,Charles Oakley,203,102,Virginia Union University,1963,Cleveland,Ohio
1748,Michael Phelps,193,81,Alcorn State University,1961,Vicksburg,Mississippi
1749,Ed Pinckney,206,88,Villanova University,1963,Bronx,New York
1750,Terry Porter,190,88,University of Wisconsin-Stevens Point,1963,Milwaukee,Wisconsin
1751,Blair Rasmussen,213,113,University of Oregon,1962,Auburn,Washington
1752,Jerry Reynolds,203,90,Louisiana State University,1962,Brooklyn,New York
1753,Derrick Rowland,196,88,State University of New York at Potsdam,1959,Brookhaven,New York
1754,Detlef Schrempf,206,97,University of Washington,1963,Leverkusen,Germany
